effect,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12
snare_power,12.6884,-1.40851,-0.676471,-0.319583,-0.280547,-0.353445,-0.32181,-0.361263,-0.328881,-0.201589,-0.0790421,-0.031164,-0.0267387
snare_power,12.6273,-1.36784,-0.699054,-0.26479,-0.233154,-0.376999,-0.279105,-0.337655,-0.37456,-0.161783,-0.0994925,-0.0499509,-0.0457515
snare_power inverse,12.6053,-1.60307,-0.758305,-0.0246058,-0.373888,-0.48622,-0.307504,-0.362897,-0.414186,-0.151164,-0.040354,-0.0407091,-0.0855122
snare_power inverse,10.4044,-1.36044,-0.700717,-0.0721048,-0.278131,-0.350401,-0.241858,-0.295689,-0.337857,-0.0861586,-0.0763156,-0.0117524,-0.0523123
snare_power inverse,11.0972,-1.50726,-0.882467,-0.196792,-0.337337,-0.323096,-0.169562,-0.365533,-0.351729,0.0112515,-0.106993,-0.0365437,-0.0161173
snare_power inverse,11.6891,-1.54012,-0.952329,-0.22007,-0.347455,-0.346302,-0.208019,-0.354444,-0.395052,-0.0333836,-0.0611416,-0.00272414,-0.0385586
snare_power inverse,11.4992,-1.39624,-0.858317,-0.141732,-0.382247,-0.497347,-0.197105,-0.446762,-0.375387,-0.0558629,-0.0915071,-0.00433761,-0.11013
snare_power inverse,11.5863,-1.41517,-0.919641,-0.103762,-0.404358,-0.408465,-0.314196,-0.415321,-0.372133,-0.0868598,-0.060674,0.0137768,-0.0632398
snare_power inverse,12.0006,-1.4308,-1.03409,-0.154,-0.383587,-0.393573,-0.271034,-0.401561,-0.399803,-0.106854,-0.0656942,0.0377105,-0.0599212
snare_power inverse,12.1321,-1.24285,-0.89625,-0.0713504,-0.451721,-0.459124,-0.305385,-0.457146,-0.383016,-0.10907,-0.0916169,-0.00976883,-0.093301
snare_power inverse,12.9333,-1.30329,-0.909136,0.00270506,-0.486297,-0.522633,-0.309002,-0.463141,-0.443852,-0.141922,-0.0868725,-0.0218911,-0.0909041
snare_power inverse,11.7615,-1.55078,-0.852484,-0.0406711,-0.425569,-0.400228,-0.249126,-0.331297,-0.3628,-0.0983711,-0.0993983,0.00193229,-0.0912424
snare_power inverse,12.7461,-1.4374,-1.01161,-0.0690803,-0.457001,-0.495257,-0.27056,-0.40639,-0.390411,-0.108786,-0.0886632,-0.00219268,-0.111625
snare_power inverse,12.7308,-1.47487,-1.00716,-0.0525989,-0.423238,-0.505372,-0.229478,-0.386745,-0.43884,-0.122281,-0.110402,-0.00596582,-0.0961734
snare_power inverse,12.9532,-1.4362,-0.896019,0.00270856,-0.393313,-0.521686,-0.279853,-0.42155,-0.411208,-0.117101,-0.121329,-0.00625637,-0.0934876
snare_power inverse,12.2488,-1.46129,-0.97927,0.00249759,-0.351827,-0.403847,-0.267428,-0.42455,-0.390617,-0.0765076,-0.0854424,0.0225778,-0.0724693
snare_power inverse,12.9972,-1.43558,-1.04735,-0.0602139,-0.351356,-0.439713,-0.258986,-0.515752,-0.438471,-0.0936719,-0.119653,0.0217544,-0.105717
snare_power inverse,13.7022,-1.64942,-1.04937,-0.0591579,-0.431934,-0.523061,-0.234907,-0.448545,-0.431074,-0.0905685,-0.0669259,0.0297407,-0.109378
snare_power inverse,13.1149,-1.43593,-0.951766,-0.135526,-0.505251,-0.493362,-0.311564,-0.47352,-0.410838,-0.12004,-0.100822,0.00598438,-0.0994468
snare_power inverse,12.6013,-1.39296,-0.999049,-0.147994,-0.462931,-0.447127,-0.267738,-0.466681,-0.403639,-0.0707184,-0.0667844,0.00611401,-0.0925725
snare_power inverse,11.3824,-1.48114,-0.930938,-0.115348,-0.3641,-0.36359,-0.236378,-0.391063,-0.364255,-0.089397,-0.0611053,-0.0258803,-0.102449
snare_power inverse,13.5318,-1.53906,-1.03551,-0.00517123,-0.410471,-0.524998,-0.30561,-0.40847,-0.449291,-0.136087,-0.109553,-0.031498,-0.145608
